user_id,age,location_country
220753,31.0,canada
224830,34.0,usa-indiana
225803,34.0,usa-california
232403,49.0,usa-california
232777,34.0,usa-illinois
233374,30.0,usa-pennsylvania
234477,24.0,canada
236179,34.0,usa-washington
241048,34.0,usa-california
255490,34.0,usa-washington
258280,30.0,others
259768,31.0,usa-texas
262557,70.0,usa-florida
266741,34.0,usa-oregon
268618,34.0,usa-newjersey
274124,32.0,usa-massachusetts
276203,34.0,usa-newyork
430,34.0,usa-maryland
11315,34.0,australia
21450,51.0,usa-tennessee
431,40.0,usa-pennsylvania
69907,80.0,usa-florida
123779,34.0,canada
138259,34.0,usa-texas
144962,34.0,usa-washington
153787,34.0,usa-missouri
176037,74.0,usa-southcarolina
191589,55.0,usa-california
196036,34.0,usa-california
198767,65.0,usa-florida
209085,34.0,others
432,,usa-missouri
83049,35.0,usa-california
36502,34.0,canada
95948,53.0,usa-iowa
127854,34.0,usa-washington
235866,34.0,usa-arizona
250419,32.0,singapore
162784,24.0,usa-iowa
246609,20.0,others
272623,34.0,canada
433,48.0,usa-pennsylvania
12614,51.0,usa-louisiana
112914,34.0,usa-california
140685,32.0,usa-newyork
4149,34.0,usa-utah
5956,27.0,usa-indiana
6611,22.0,others
11124,30.0,usa-newjersey
14181,34.0,usa-georgia
27395,48.0,usa-texas
27551,56.0,usa-arizona
29763,56.0,usa-illinois
36623,33.0,usa-indiana
40222,33.0,usa-california
45042,38.0,usa-ohio
45435,34.0,usa-minnesota
47050,55.0,usa-california
54281,20.0,usa-newhampshire
57302,32.0,usa-iowa
59102,35.0,usa-florida
59203,31.0,unitedkingdom
59412,53.0,usa-florida
65207,20.0,usa-ohio
74395,54.0,usa-newjersey
80214,33.0,usa-missouri
82481,46.0,usa-florida
88181,35.0,usa-maryland
90966,45.0,usa-virginia
94781,11.0,usa-wisconsin
97905,42.0,usa-newmexico
100984,34.0,usa-oregon
102189,27.0,usa-illinois
108316,67.0,usa-colorado
110033,61.0,usa-alabama
115883,37.0,usa-texas
116721,24.0,usa-newhampshire
116817,26.0,usa-georgia
119413,34.0,usa-california
126360,21.0,usa-oregon
126824,24.0,usa-illinois
131137,42.0,usa-missouri
131528,34.0,usa-florida
132219,33.0,canada
133294,66.0,usa-oregon
134999,28.0,usa-indiana
135799,50.0,usa-michigan
137487,26.0,usa-indiana
141461,39.0,usa-massachusetts
144262,33.0,usa-florida
161234,41.0,usa-maryland
163579,58.0,usa-california
164237,31.0,usa-michigan
164495,21.0,usa-newhampshire
169932,61.0,usa-texas
170519,46.0,usa-oregon
171065,32.0,usa-texas
172377,28.0,usa-ohio
173552,32.0,usa-northcarolina
174856,26.0,usa-newyork
175463,55.0,usa-illinois
181436,30.0,others
184196,34.0,usa-newjersey
197424,42.0,usa-ohio
203105,33.0,unitedkingdom
204793,33.0,usa-illinois
209621,59.0,usa-michigan
210167,,usa-texas
216349,,usa-california
222871,52.0,usa-newjersey
223883,33.0,usa-oregon
227672,34.0,usa-colorado
232925,33.0,usa-newyork
234141,31.0,usa-florida
235384,34.0,usa-newmexico
236625,38.0,usa-virginia
244292,33.0,usa-florida
251325,26.0,unitedkingdom
254289,34.0,usa-missouri
257082,45.0,usa-illinois
257971,43.0,usa-missouri
260915,33.0,usa-california
33489,26.0,usa-missouri
102955,33.0,usa-indiana
161662,32.0,usa-iowa
440,16.0,usa-wisconsin
47215,35.0,usa-virginia
77766,34.0,usa-washington
81865,27.0,canada
95303,27.0,usa-massachusetts
120709,8.0,canada
182749,,canada
210738,12.0,usa-newyork
216983,16.0,canada
224904,27.0,usa-pennsylvania
228636,32.0,canada
239160,32.0,unitedkingdom
250869,34.0,usa-newjersey
258915,32.0,usa-iowa
260796,54.0,usa-wisconsin
262430,32.0,usa-rhodeisland
268148,52.0,usa-washington
86819,26.0,usa-georgia
138307,24.0,usa-virginia
155263,37.0,usa-oregon
167329,34.0,usa-florida
174195,26.0,canada
246261,43.0,usa-iowa
264061,34.0,usa-florida
3628,,usa-massachusetts
8238,31.0,usa-pennsylvania
31841,19.0,usa-oregon
55242,30.0,canada
57180,51.0,usa-newjersey
78736,34.0,usa-pennsylvania
86555,44.0,usa-minnesota
109780,25.0,usa-colorado
128034,,usa-oregon
140382,38.0,australia
213797,44.0,usa-california
246696,41.0,canada
248502,,usa-westvirginia
266154,35.0,usa-oregon
278798,39.0,usa-oregon
441,34.0,usa-washington
13958,34.0,usa-alabama
31256,8.0,usa-southcarolina
60078,34.0,usa-california
122469,34.0,usa-pennsylvania
127798,57.0,usa-virginia
138303,34.0,canada
181386,34.0,usa-michigan
213202,38.0,canada
219911,,canada
236549,34.0,usa-newyork
238096,41.0,usa-newyork
251327,37.0,usa-nebraska
264709,34.0,canada
65068,61.0,usa-virginia
145353,34.0,usa-alabama
243814,41.0,usa-northcarolina
277197,34.0,usa-michigan
444,40.0,usa-oregon
25641,34.0,usa-florida
141325,34.0,usa-california
251440,34.0,usa-
270731,47.0,usa-nevada
27404,,usa-california
73741,30.0,usa-colorado
84137,30.0,usa-hawaii
164871,32.0,usa-texas
202673,45.0,canada
212268,23.0,usa-california
212385,18.0,others
44702,16.0,usa-florida
40690,49.0,usa-virginia
167562,34.0,usa-california
226998,65.0,usa-florida
266642,5.0,usa-oregon
138115,34.0,usa-florida
208393,35.0,australia
3839,34.0,usa-colorado
8073,50.0,usa-michigan
16129,60.0,usa-connecticut
16935,34.0,usa-virginia
38612,34.0,usa-california
40068,34.0,usa-massachusetts
51071,30.0,usa-alaska
53988,34.0,usa-northcarolina
61291,34.0,usa-california
72188,34.0,usa-california
88533,,usa-alabama
101150,34.0,usa-wisconsin
101540,34.0,usa-hawaii
103467,45.0,usa-pennsylvania
105586,23.0,usa-georgia
108488,36.0,usa-wisconsin
108583,34.0,canada
108815,34.0,usa-newmexico
112223,34.0,usa-california
115150,59.0,usa-california
136022,37.0,usa-westvirginia
140436,32.0,canada
158766,34.0,usa-florida
176367,34.0,usa-iowa
220584,34.0,usa-arizona
222521,43.0,usa-california
232281,34.0,usa-northcarolina
267990,34.0,canada
25105,62.0,canada
89388,34.0,usa-california
135141,34.0,usa-kentucky
207926,34.0,usa-california
1008,34.0,usa-massachusetts
1805,34.0,usa-texas
2333,34.0,usa-maryland
5091,34.0,others
7134,23.0,usa-washington
8856,31.0,usa-california
9582,40.0,usa-missouri
9991,43.0,usa-california
12209,18.0,usa-newyork
12578,26.0,usa-california
15071,22.0,usa-delaware
17328,34.0,usa-arizona
21079,41.0,usa-newmexico
21406,34.0,usa-missouri
22154,36.0,usa-ohio
24641,14.0,usa-california
24642,35.0,canada
24824,34.0,usa-southcarolina
26534,35.0,austria
26713,39.0,usa-california
28117,34.0,usa-california
29867,62.0,usa-virginia
29895,34.0,usa-northcarolina
30486,34.0,usa-oklahoma
30623,34.0,usa-louisiana
30764,34.0,usa-texas
31435,34.0,usa-pennsylvania
31712,9.0,usa-connecticut
33934,34.0,usa-alabama
34935,48.0,usa-texas
35177,27.0,usa-ohio
36582,57.0,usa-washington
40680,34.0,usa-northcarolina
42965,34.0,usa-mississippi
48215,34.0,usa-california
48662,34.0,usa-california
48775,34.0,usa-southcarolina
49280,35.0,usa-california
50676,,canada
50862,34.0,usa-california
52445,34.0,usa-washington
52449,46.0,usa-california
55537,23.0,usa-california
55810,35.0,canada
55918,34.0,usa-texas
57620,34.0,usa-illinois
60142,39.0,italy
61805,34.0,usa-southcarolina
61851,59.0,usa-arizona
61899,34.0,usa-california
62349,34.0,usa-utah
66483,16.0,germany
66523,34.0,usa-michigan
69672,46.0,usa-massachusetts
72921,29.0,usa-newyork
73535,34.0,usa-alabama
73638,,usa-california
75187,40.0,australia
75416,38.0,usa-newjersey
76016,67.0,usa-maryland
76396,35.0,usa-california
76873,23.0,usa-virginia
80084,34.0,usa-california
80497,26.0,usa-illinois
81611,45.0,usa-northcarolina
82051,54.0,usa-florida
84527,38.0,usa-virginia
92844,37.0,usa-illinois
94408,34.0,usa-southcarolina
98551,24.0,canada
100197,53.0,usa-vermont
101148,34.0,usa-texas
101154,30.0,usa-alabama
101338,34.0,usa-ohio
101857,34.0,usa-california
103876,34.0,usa-minnesota
105109,53.0,usa-ohio
106356,8.0,usa-oregon
107113,34.0,usa-washington
109335,34.0,usa-georgia
109649,43.0,usa-ohio
111136,34.0,canada
113992,55.0,usa-massachusetts
114389,34.0,usa-newyork
116638,34.0,usa-texas
117124,33.0,australia
119566,61.0,usa-rhodeisland
120610,24.0,unitedkingdom
122694,14.0,usa-missouri
123650,48.0,usa-washington
124946,56.0,usa-arkansas
126228,57.0,usa-iowa
127910,36.0,usa-texas
131481,29.0,usa-california
131891,34.0,usa-california
132003,42.0,usa-michigan
135615,78.0,usa-california
136465,18.0,others
136598,37.0,usa-texas
136618,34.0,usa-maryland
137428,51.0,usa-california
137584,34.0,usa-colorado
139070,30.0,usa-northcarolina
139243,34.0,usa-newyork
139247,34.0,usa-massachusetts
144060,34.0,usa-california
144328,39.0,usa-maryland
146570,32.0,canada
148704,34.0,usa-massachusetts
151272,49.0,usa-newyork
151824,34.0,usa-california
152875,34.0,usa-florida
153620,34.0,usa-arizona
154499,49.0,usa-colorado
160014,34.0,canada
161326,34.0,unitedkingdom
162001,34.0,usa-washington
162846,30.0,usa-pennsylvania
163876,34.0,usa-california
166646,30.0,usa-california
168388,34.0,australia
169880,38.0,usa-ohio
170645,41.0,usa-tennessee
170656,,usa-texas
171728,34.0,usa-michigan
174719,35.0,usa-minnesota
176853,31.0,usa-texas
178001,34.0,usa-michigan
182554,,usa-california
183540,35.0,usa-florida
185192,34.0,usa-newjersey
186885,34.0,canada
187155,29.0,usa-illinois
187244,34.0,usa-california
187989,79.0,usa-massachusetts
188396,19.0,usa-arizona
188704,34.0,usa-oregon
189804,31.0,australia
191875,25.0,usa-kansas
192063,34.0,canada
192158,18.0,usa-maryland
192767,34.0,usa-michigan
193339,34.0,canada
193428,34.0,usa-iowa
193472,34.0,usa-florida
195101,55.0,usa-maine
198369,34.0,usa-minnesota
201775,24.0,usa-california
203392,62.0,usa-hawaii
204641,32.0,usa-georgia
204698,34.0,usa-newjersey
205162,65.0,usa-california
205188,34.0,canada
205878,34.0,usa-nevada
208385,34.0,usa-oregon
212265,24.0,usa-newyork
212328,34.0,usa-texas
212775,70.0,usa-ohio
215149,34.0,usa-california
218193,59.0,usa-arizona
218719,34.0,usa-california
218724,34.0,unitedkingdom
219938,34.0,usa-georgia
220147,63.0,usa-california
222657,34.0,usa-northcarolina
223208,29.0,usa-massachusetts
224099,30.0,usa-california
225261,34.0,usa-oregon
226746,34.0,canada
228760,22.0,usa-georgia
230997,60.0,usa-california
232709,30.0,canada
232740,34.0,netherlands
234808,40.0,canada
235145,34.0,usa-massachusetts
237350,33.0,usa-minnesota
237482,25.0,usa-texas
239718,34.0,usa-virginia
240226,,usa-northcarolina
240272,26.0,usa-missouri
242048,37.0,usa-california
242964,36.0,usa-michigan
243526,59.0,usa-northcarolina
244389,60.0,others
245393,34.0,canada
247868,31.0,usa-colorado
250544,38.0,usa-missouri
251133,34.0,usa-oregon
251362,25.0,usa-minnesota
253133,39.0,usa-louisiana
258784,34.0,usa-texas
260977,34.0,usa-northcarolina
261223,34.0,usa-washington
262467,8.0,usa-florida
264668,34.0,usa-virginia
265893,37.0,usa-california
265938,40.0,usa-michigan
266232,34.0,canada
267920,30.0,usa-newjersey
270414,21.0,usa-ohio
272720,40.0,usa-newjersey
275678,20.0,usa-california
277462,,canada
278350,52.0,usa-colorado
59734,8.0,usa-california
137019,34.0,usa-california
181076,53.0,canada
236580,34.0,usa-rhodeisland
87540,52.0,usa-minnesota
18848,34.0,canada
96450,34.0,usa-california
213919,34.0,usa-california
778,34.0,usa-florida
8680,12.0,usa-missouri
46254,69.0,canada
94314,46.0,usa-newyork
94680,43.0,usa-texas
104990,23.0,usa-virginia
120578,34.0,usa-california
136077,66.0,usa-california
146029,34.0,usa-texas
162328,62.0,usa-pennsylvania
167668,49.0,canada
171884,34.0,usa-california
178914,34.0,usa-florida
199686,,usa-nebraska
204455,56.0,usa-newyork
210896,43.0,usa-california
219728,38.0,usa-michigan
251696,34.0,canada
260888,34.0,usa-washington
268579,32.0,usa-missouri
106238,46.0,usa-california
163912,36.0,usa-vermont
164863,37.0,usa-maine
205355,9.0,usa-california
15062,34.0,usa-pennsylvania
30607,34.0,usa-california
51449,26.0,unitedkingdom
65786,34.0,usa-washington
81360,34.0,canada
84531,52.0,usa-virginia
124645,32.0,canada
131885,41.0,canada
133096,28.0,brazil
159868,34.0,usa-newyork
177683,34.0,usa-virginia
196492,34.0,canada
264371,36.0,usa-virginia
9896,35.0,usa-nebraska
141443,34.0,usa-texas
143584,34.0,usa-massachusetts
14285,31.0,usa-newjersey
73716,30.0,canada
142020,27.0,usa-massachusetts
214903,32.0,usa-massachusetts
263577,34.0,unitedkingdom
447,,usa-newjersey
5209,48.0,usa-newjersey
453,34.0,usa-westvirginia
8268,35.0,usa-texas
15510,47.0,usa-idaho
16754,34.0,usa-louisiana
17869,,usa-massachusetts
21061,34.0,usa-ohio
25711,10.0,usa-
27956,36.0,usa-ohio
28319,23.0,usa-northcarolina
29795,27.0,canada
34988,34.0,usa-washington
38176,34.0,usa-pennsylvania
38926,34.0,usa-california
39639,34.0,usa-california
42239,34.0,usa-newyork
44537,,usa-newjersey
45507,35.0,usa-newjersey
48546,34.0,usa-florida
51615,34.0,usa-california
53077,45.0,usa-pennsylvania
56423,,usa-california
57913,29.0,canada
58645,34.0,usa-michigan
64966,34.0,usa-newyork
67790,34.0,usa-washington
68793,27.0,usa-texas
70664,27.0,usa-nebraska
70727,34.0,usa-california
70918,34.0,usa-massachusetts
74577,23.0,usa-tennessee
79513,50.0,usa-newyork
89050,34.0,usa-newyork
91840,34.0,netherlands
94526,34.0,usa-colorado
99341,31.0,usa-pennsylvania
106673,34.0,usa-california
108196,45.0,usa-newyork
111300,,usa-maryland
112502,34.0,usa-california
117903,34.0,usa-california
120696,31.0,usa-california
121946,34.0,usa-newhampshire
123813,34.0,usa-california
123969,34.0,australia
124610,,usa-washington
132382,40.0,usa-michigan
133233,34.0,usa-pennsylvania
133846,31.0,usa-arizona
135067,34.0,usa-oklahoma
139574,29.0,usa-michigan
139580,34.0,usa-pennsylvania
139937,34.0,usa-illinois
141439,49.0,usa-california
143409,34.0,usa-texas
143683,48.0,usa-ohio
144194,21.0,usa-newjersey
145766,39.0,usa-maryland
149958,,usa-massachusetts
149996,52.0,usa-tennessee
152318,35.0,usa-ohio
152899,44.0,usa-california
157787,23.0,netherlands
162886,29.0,portugal
168070,34.0,usa-massachusetts
171311,34.0,usa-westvirginia
171394,44.0,usa-newyork
172624,,germany
175536,27.0,germany
176181,29.0,usa-missouri
176795,34.0,usa-oregon
181255,26.0,usa-newyork
190897,34.0,usa-northcarolina
197474,34.0,usa-louisiana
205285,34.0,usa-california
208650,54.0,usa-newyork
209688,34.0,usa-california
210097,54.0,usa-washington
214809,34.0,italy
215384,,usa-northcarolina
216576,36.0,usa-northcarolina
217223,34.0,usa-
219157,36.0,usa-oregon
221669,34.0,usa-michigan
222970,28.0,usa-delaware
222996,51.0,usa-illinois
223152,34.0,usa-ohio
224257,40.0,usa-iowa
226874,33.0,usa-california
228313,17.0,unitedkingdom
235729,31.0,unitedkingdom
236181,43.0,usa-illinois
237496,,usa-washington
238087,26.0,usa-california
245362,34.0,usa-florida
245438,42.0,usa-pennsylvania
248373,34.0,usa-oklahoma
249352,34.0,usa-michigan
250463,38.0,usa-newyork
251811,31.0,usa-minnesota
254016,,usa-minnesota
263475,34.0,usa-california
265290,20.0,usa-california
270235,34.0,usa-northcarolina
270267,34.0,usa-minnesota
270738,34.0,usa-wisconsin
275704,47.0,usa-newyork
460,,italy
4435,30.0,italy
13672,29.0,italy
66690,34.0,italy
245922,38.0,italy
15452,44.0,italy
180095,27.0,ireland
190687,24.0,italy
463,20.0,australia
114865,97.0,australia
252563,27.0,usa-california
472,33.0,usa-newjersey
111695,34.0,usa-maryland
262310,34.0,usa-oregon
78458,26.0,usa-massachusetts
139369,34.0,usa-texas
475,34.0,canada
476,34.0,usa-newyork
5275,33.0,canada
5728,22.0,usa-northcarolina
84854,38.0,usa-washington
110808,36.0,usa-california
152720,70.0,usa-virginia
156342,31.0,usa-california
162726,25.0,usa-california
169093,34.0,usa-minnesota
196479,33.0,usa-pennsylvania
243089,34.0,usa-california
114611,25.0,usa-nebraska
33124,34.0,canada
33933,35.0,usa-massachusetts
44450,35.0,usa-florida
49595,33.0,usa-newhampshire
66780,54.0,canada
66883,34.0,usa-california
80719,27.0,usa-texas
82619,,usa-oregon
98522,34.0,canada
104213,31.0,usa-oregon
111263,,usa-newjersey
146026,25.0,usa-arizona
160697,67.0,usa-pennsylvania
170762,60.0,usa-michigan
173301,54.0,usa-utah
174034,50.0,canada
174307,36.0,usa-florida
182430,,canada
185153,33.0,canada
193584,48.0,canada
225366,34.0,usa-newyork
232414,50.0,usa-washington
236030,47.0,usa-maryland
247755,34.0,canada
14698,17.0,usa-newyork
24751,53.0,usa-texas
48484,39.0,usa-washington
75814,54.0,usa-ohio
95420,,canada
119229,34.0,usa-newjersey
127134,31.0,canada
150639,19.0,usa-louisiana
204854,16.0,usa-vermont
226960,36.0,usa-massachusetts
276402,34.0,usa-california
14720,22.0,usa-illinois
58729,34.0,usa-illinois
187231,,usa-arizona
211307,26.0,usa-newmexico
247038,32.0,usa-wisconsin
22617,34.0,others
70026,34.0,others
70192,61.0,usa-massachusetts
117816,34.0,canada
202885,62.0,usa-washington
204115,30.0,canada
232492,31.0,usa-delaware
277629,50.0,others
21341,34.0,usa-california
90198,34.0,canada
97378,45.0,usa-florida
147529,17.0,usa-kentucky
170461,32.0,usa-newyork
179553,35.0,usa-alabama
193768,53.0,usa-newyork
220829,34.0,usa-california
223897,41.0,usa-southcarolina
242620,34.0,germany
248775,27.0,usa-newmexico
479,34.0,usa-iowa
27621,32.0,italy
52851,34.0,usa-california
114436,,usa-newyork
151750,23.0,usa-california
158877,,usa-california
180148,23.0,usa-california
210914,,usa-illinois
218512,,usa-newjersey
250275,73.0,usa-oregon
915,50.0,usa-texas
1412,47.0,usa-northcarolina
3538,31.0,spain
6368,26.0,usa-southcarolina
6394,43.0,usa-washington
8255,47.0,usa-minnesota
11517,57.0,usa-virginia
14084,37.0,newzealand
15576,42.0,usa-california
16161,28.0,australia
20350,29.0,usa-virginia
21102,44.0,usa-virginia
22650,44.0,unitedkingdom
31010,60.0,usa-oregon
33114,44.0,spain
44037,26.0,unitedkingdom
46153,34.0,newzealand
46637,39.0,usa-tennessee
47970,25.0,usa-california
53496,34.0,usa-florida
54412,45.0,australia
54497,48.0,usa-maryland
60427,37.0,unitedkingdom
70680,34.0,usa-pennsylvania
75490,34.0,usa-california
76300,34.0,usa-connecticut
76916,34.0,usa-california
77267,66.0,usa-california
77767,44.0,usa-pennsylvania
79422,34.0,usa-virginia
87432,34.0,others
88185,48.0,usa-kansas
103920,29.0,usa-missouri
104072,14.0,usa-oregon
110631,57.0,usa-massachusetts
111642,55.0,usa-southcarolina
112587,34.0,usa-oregon
119071,40.0,usa-rhodeisland
122812,43.0,usa-california
122813,36.0,usa-northcarolina
122867,56.0,usa-newyork
130677,29.0,others
133501,54.0,usa-california
136307,48.0,usa-mississippi
138990,50.0,usa-california
139462,30.0,unitedkingdom
145218,40.0,ireland
152509,26.0,usa-district of columbia
155102,42.0,unitedkingdom
155285,46.0,usa-newjersey
160098,,usa-virginia
163225,64.0,usa-newyork
166698,54.0,usa-illinois
166841,48.0,usa-newjersey
167850,40.0,usa-virginia
170675,5.0,usa-texas
172205,54.0,usa-maryland
177373,29.0,usa-florida
181200,55.0,usa-newhampshire
183126,29.0,newzealand
184870,48.0,usa-illinois
185521,34.0,newzealand
186037,32.0,usa-california
187043,50.0,usa-oklahoma
187761,7.0,usa-california
188598,28.0,spain
191803,34.0,usa-pennsylvania
214795,23.0,usa-california
217681,18.0,usa-virginia
222053,53.0,ireland
224122,34.0,switzerland
225618,34.0,usa-california
226836,59.0,newzealand
231395,34.0,usa-westvirginia
232368,34.0,usa-alaska
238740,57.0,usa-oregon
242637,26.0,usa-colorado
244823,37.0,usa-washington
246798,34.0,australia
250347,61.0,usa-michigan
251488,57.0,usa-california
252268,53.0,usa-newyork
255749,72.0,usa-colorado
259939,44.0,usa-nebraska
265504,41.0,usa-virginia
266250,73.0,usa-virginia
268913,15.0,usa-texas
270896,26.0,usa-washington
277363,34.0,usa-georgia
277959,28.0,usa-michigan
278243,46.0,usa-illinois
41405,34.0,usa-georgia
11766,25.0,canada
30961,60.0,usa-newmexico
34682,31.0,usa-connecticut
56630,46.0,usa-missouri
65363,54.0,canada
66412,57.0,usa-ohio
113383,46.0,usa-california
121001,40.0,usa-newyork
138603,54.0,usa-washington
143521,28.0,france
153206,51.0,usa-newjersey
166767,34.0,others
167844,37.0,usa-texas
195182,47.0,usa-missouri
199384,72.0,usa-colorado
210563,51.0,usa-massachusetts
214182,45.0,usa-texas
234901,49.0,usa-southcarolina
7890,34.0,usa-california
15834,15.0,usa-tennessee
20824,34.0,canada
27296,34.0,usa-california
30320,34.0,usa-ohio
59600,23.0,usa-california
63694,34.0,usa-idaho
82101,34.0,usa-missouri
97517,34.0,canada
106825,34.0,usa-tennessee
108786,23.0,usa-maine
111816,34.0,usa-oregon
113238,34.0,usa-newyork
128174,44.0,usa-pennsylvania
133568,34.0,others
178515,34.0,usa-california
179280,61.0,usa-california
198389,28.0,canada
207251,62.0,usa-oregon
231295,34.0,canada
242097,58.0,usa-michigan
261568,57.0,usa-virginia
275734,34.0,usa-florida
50509,19.0,usa-northcarolina
66100,46.0,usa-newyork
100756,34.0,usa-michigan
212854,30.0,usa-oregon
233262,34.0,usa-massachusetts
278446,49.0,usa-nevada
59903,18.0,usa-northcarolina
190955,29.0,canada
214812,20.0,australia
89255,48.0,usa-alaska
121331,25.0,canada
149946,32.0,usa-mississippi
183213,27.0,germany
228913,59.0,usa-massachusetts
252172,27.0,usa-texas
267648,37.0,usa-michigan
277915,34.0,usa-california
34697,36.0,usa-newyork
82080,44.0,usa-newyork
90170,21.0,usa-minnesota
110146,15.0,usa-california
111991,29.0,usa-pennsylvania
6564,37.0,portugal
29204,34.0,usa-florida
93114,43.0,usa-california
94376,16.0,usa-kentucky
138026,52.0,usa-washington
172234,59.0,usa-arizona
191795,15.0,usa-colorado
192354,27.0,usa-louisiana
23343,37.0,usa-southcarolina
32076,34.0,canada
61384,34.0,usa-florida
79266,34.0,usa-florida
124967,45.0,usa-illinois
128035,34.0,usa-ohio
132982,,others
139206,52.0,usa-california
145121,34.0,usa-ohio
146067,48.0,usa-missouri
157155,34.0,usa-washington
173526,34.0,usa-washington
223211,41.0,usa-newmexico
227292,34.0,usa-newyork
269321,49.0,usa-massachusetts
278044,34.0,usa-newyork
24601,34.0,belgium
66235,34.0,usa-california
268282,57.0,usa-california
271398,65.0,usa-arizona
18562,25.0,canada
29471,34.0,usa-california
151421,51.0,canada
161751,55.0,usa-pennsylvania
165098,34.0,usa-virginia
112548,45.0,usa-pennsylvania
122675,34.0,usa-california
150932,34.0,usa-indiana
168809,34.0,usa-florida
170724,43.0,usa-california
220454,59.0,usa-ohio
3009,34.0,usa-connecticut
19538,,usa-texas
25630,46.0,others
30645,64.0,usa-illinois
49036,34.0,netherlands
54076,30.0,canada
70125,57.0,usa-missouri
113142,35.0,usa-texas
127364,34.0,usa-northcarolina
128091,34.0,usa-california
131143,44.0,usa-northcarolina
157048,46.0,usa-california
185450,35.0,usa-florida
202315,23.0,usa-washington
218249,63.0,usa-michigan
225655,34.0,usa-california
240543,67.0,usa-california
251441,34.0,usa-tennessee
255837,27.0,usa-georgia
271583,71.0,usa-oklahoma
39061,34.0,usa-newyork
41768,34.0,usa-tennessee
57685,34.0,usa-newmexico
60079,49.0,usa-ohio
63367,32.0,usa-nebraska
82381,67.0,usa-florida
91083,35.0,usa-washington
107140,34.0,usa-newmexico
141277,56.0,usa-colorado
145460,34.0,usa-california
164549,14.0,usa-michigan
177765,34.0,usa-ohio
184930,47.0,unitedkingdom
207872,34.0,usa-pennsylvania
217270,34.0,usa-nebraska
225710,65.0,usa-washington
238579,21.0,usa-michigan
249541,33.0,usa-
250853,34.0,usa-northcarolina
251115,37.0,usa-massachusetts
27027,34.0,usa-colorado
27860,34.0,usa-california
71703,39.0,usa-northcarolina
124461,40.0,canada
125021,34.0,usa-iowa
132949,34.0,usa-newjersey
201154,34.0,usa-iowa
215791,18.0,usa-newyork
252639,34.0,usa-newmexico
264746,27.0,usa-alabama
27733,40.0,usa-delaware
29272,56.0,usa-rhodeisland
55060,56.0,usa-maryland
208045,34.0,usa-newmexico
273167,9.0,usa-florida
7941,34.0,usa-california
12951,35.0,usa-northcarolina
26206,35.0,usa-kansas
38098,34.0,usa-alabama
39723,34.0,usa-california
42180,30.0,usa-pennsylvania
48519,34.0,usa-pennsylvania
53390,26.0,others
53841,26.0,usa-florida
73133,50.0,usa-westvirginia
79989,34.0,usa-illinois
99549,70.0,usa-illinois
135909,34.0,usa-california
156983,40.0,usa-wisconsin
158746,52.0,usa-virginia
173354,26.0,usa-pennsylvania
189499,,usa-newjersey
191294,20.0,usa-northcarolina
195100,52.0,usa-tennessee
195322,34.0,usa-texas
203361,,usa-virginia
208942,50.0,usa-newyork
209907,34.0,canada
219821,34.0,usa-washington
240745,74.0,usa-california
244996,34.0,usa-arizona
256335,33.0,usa-colorado
260961,55.0,usa-iowa
270091,34.0,usa-illinois
271587,34.0,others
272001,38.0,usa-missouri
277554,24.0,usa-michigan
112968,53.0,usa-texas
200315,39.0,usa-california
207052,31.0,usa-kansas
8323,48.0,usa-utah
29306,48.0,usa-california
33967,39.0,usa-illinois
84770,34.0,canada
126677,26.0,usa-southcarolina
148121,34.0,usa-georgia
169940,34.0,usa-arizona
175517,34.0,usa-massachusetts
180815,35.0,usa-washington
230400,40.0,usa-colorado
241597,34.0,usa-southcarolina
21948,34.0,usa-northcarolina
27223,34.0,usa-texas
30667,24.0,usa-virginia
38213,38.0,usa-california
68450,,canada
69612,32.0,usa-texas
84462,30.0,usa-newmexico
129178,34.0,usa-oregon
183279,34.0,usa-washington
202257,34.0,usa-california
207569,34.0,usa-maryland
214042,63.0,canada
222163,34.0,italy
223691,34.0,canada
241006,34.0,usa-newyork
243502,34.0,usa-colorado
249044,34.0,usa-alabama
265257,6.0,usa-newyork
144632,34.0,usa-california
208306,34.0,usa-wisconsin
208347,69.0,canada
210346,35.0,usa-nevada
212124,34.0,usa-pennsylvania
243518,49.0,usa-connecticut
266359,34.0,usa-california
11404,34.0,usa-louisiana
49603,17.0,usa-maine
60083,53.0,usa-alabama
176112,30.0,netherlands
197315,55.0,usa-virginia
230996,35.0,newzealand
245079,31.0,usa-georgia
248138,34.0,usa-virginia
252079,34.0,canada
254171,34.0,usa-florida
2499,49.0,usa-colorado
4541,32.0,usa-georgia
7404,34.0,usa-massachusetts
16533,34.0,usa-ohio
32184,24.0,usa-newjersey
33004,33.0,usa-washington
41897,20.0,unitedkingdom
47145,30.0,canada
49001,27.0,usa-california
60191,28.0,usa-ohio
74443,32.0,usa-newjersey
101616,34.0,canada
103824,30.0,canada
107109,34.0,canada
109372,34.0,usa-florida
121317,34.0,usa-massachusetts
162629,34.0,usa-massachusetts
202553,39.0,usa-california
204044,39.0,usa-virginia
213535,37.0,usa-connecticut
262033,25.0,canada
274339,34.0,canada
275841,,canada
489,,usa-missouri
493,29.0,usa-kansas
1129,53.0,usa-washington
2103,43.0,usa-minnesota
22608,34.0,usa-maryland
47077,27.0,canada
65218,34.0,usa-california
66765,39.0,canada
67003,52.0,usa-pennsylvania
77747,72.0,usa-missouri
